Direction;StartTime;StartPrice;EndTime;EndPrice;LineLength;AvgDiff;LastCandlesDiff;PrevLineLength;MaxDeviation;Duration;Angle;;;;;;;;;;;;
SELL;30.01.2025 15:45;1.0456;31.01.2025 11:15;1.03678;88;0.0791;0.1006;-27.5362;0.3574;19.5;4.5128;;; idx=20 ;" Start=2025.01.30;15:45;1.04560 ";" End=2025.01.31;11:15;1.03678 "; LineLength=88 ; AvgDiff=0.0791 ; ImpulseDiff=0.1006 ; PrevLineLength=-27.5362 ; MaxDeviation=0.3574 ; Duration=19.5000 ; Angle=4.5128
BUY;31.01.2025 11:15;1.03678;31.01.2025 19:15;1.04319;64;0.107;0.1547;27.2727;0.5154;8;8;;;;;;;;;;;;
SELL;31.01.2025 19:15;1.04319;03.02.2025 05:30;1.02149;217;0.1473;0.1003;-239.0625;0.3848;58.25;3.7253;;;;;;;;;;;;
BUY;03.02.2025 05:30;1.02149;03.02.2025 17:30;1.03277;113;0.1274;0.1908;47.9263;0.7808;12;9.4167;;;;;;;;;;;;
SELL;03.02.2025 17:30;1.03277;03.02.2025 18:45;1.02759;52;0.2374;0.2374;53.9823;0.2483;1.25;41.6;;;;;;;;;;;;
BUY;03.02.2025 18:45;1.02759;04.02.2025 00:15;1.03458;70;0.1269;0.1233;-34.6154;0.3851;5.5;12.7273;;;;;;;;;;;;
SELL;04.02.2025 00:15;1.03458;04.02.2025 07:00;1.02791;67;0.067;0.0732;4.2857;0.3076;6.75;9.9259;;;;;;;;;;;;
BUY;04.02.2025 07:00;1.02791;05.02.2025 12:45;1.04251;146;0.0734;0.089;-117.9104;0.2662;29.75;4.9076;;;;;;;;;;;;
SELL;05.02.2025 12:45;1.04251;10.02.2025 00:45;1.02902;135;0.0676;0.0702;7.5342;0.4641;108;1.25;;;;;;;;;;;;
BUY;10.02.2025 00:45;1.02902;12.02.2025 13:15;1.03834;93;0.0491;0.0556;31.1111;0.4027;60.5;1.5372;;;;;;;;;;;;
SELL;12.02.2025 13:15;1.03834;12.02.2025 15:30;1.03282;55;0.0993;0.0993;40.8602;0.3436;2.25;24.4444;;;;;;;;;;;;
BUY;12.02.2025 15:30;1.03282;13.02.2025 07:15;1.04375;109;0.093;0.0613;-98.1818;0.1999;15.75;6.9206;;;;;;;;;;;;
SELL;13.02.2025 07:15;1.04375;13.02.2025 16:15;1.03848;53;0.0864;0.1239;51.3761;0.2275;9;5.8889;;;;;;;;;;;;
BUY;13.02.2025 16:15;1.03848;14.02.2025 16:30;1.05093;124;0.0779;0.0983;-133.9623;0.376;24.25;5.1134;;;;;;;;;;;;
SELL;14.02.2025 16:30;1.05093;19.02.2025 18:45;1.04046;105;0.0497;0.0865;15.3226;0.4612;122.25;0.8589;;;;;;;;;;;;
BUY;19.02.2025 18:45;1.04046;21.02.2025 01:00;1.05045;100;0.0546;0.0264;4.7619;0.3502;30.25;3.3058;;;;;;;;;;;;
SELL;21.02.2025 01:00;1.05045;21.02.2025 18:15;1.04512;53;0.0579;0.0937;47;0.3526;17.25;3.0725;;;;;;;;;;;;
BUY;21.02.2025 18:15;1.04512;24.02.2025 04:30;1.0527;76;0.0646;0.0948;-43.3962;0.5757;58.25;1.3047;;;;;;;;;;;;
SELL;24.02.2025 04:30;1.0527;24.02.2025 16:30;1.04595;68;0.0655;0.0628;10.5263;0.1268;12;5.6667;;;;;;;;;;;;
BUY;24.02.2025 16:30;1.04595;26.02.2025 02:15;1.05246;65;0.0549;0.026;4.4118;0.3522;33.75;1.9259;;;;;;;;;;;;
SELL;26.02.2025 02:15;1.05246;28.02.2025 20:45;1.03635;161;0.064;0.1333;-147.6923;0.5294;66.5;2.4211;;;;;;;;;;;;
BUY;28.02.2025 20:45;1.03635;06.03.2025 17:00;1.0839;475;0.0942;0.211;-195.0311;1.7437;140.25;3.3868;;;;;;;;;;;;
SELL;06.03.2025 17:00;1.0839;06.03.2025 20:30;1.07658;73;0.1239;0.1221;84.6316;0.2662;3.5;20.8571;;;;;;;;;;;;
BUY;06.03.2025 20:30;1.07658;07.03.2025 17:45;1.08698;104;0.0908;0.2168;-42.4658;0.3053;21.25;4.8941;;;;;;;;;;;;
SELL;07.03.2025 17:45;1.08698;10.03.2025 11:45;1.08099;60;0.083;0.1065;42.3077;0.5026;66;0.9091;;;;;;;;;;;;
BUY;10.03.2025 11:45;1.08099;11.03.2025 21:00;1.09439;134;0.0912;0.0731;-123.3333;0.5492;33.25;4.0301;;;;;;;;;;;;
SELL;11.03.2025 21:00;1.09439;13.03.2025 16:00;1.08229;121;0.0709;0.1417;9.7015;0.4905;43;2.814;;;;;;;;;;;;
BUY;13.03.2025 16:00;1.08229;18.03.2025 11:15;1.09522;129;0.0608;0.0774;-6.6116;0.5129;115.25;1.1193;;;;;;;;;;;;
SELL;18.03.2025 11:15;1.09522;19.03.2025 20:30;1.0865;87;0.0685;0.0674;32.5581;0.373;33.25;2.6165;;;;;;;;;;;;
BUY;19.03.2025 20:30;1.0865;20.03.2025 05:00;1.09167;52;0.0681;0.0573;40.2299;0.107;8.5;6.1176;;;;;;;;;;;;
SELL;20.03.2025 05:00;1.09167;27.03.2025 01:15;1.07348;182;0.0624;0.0639;-250;0.5403;164.25;1.1081;;;;;;;;;;;;
BUY;27.03.2025 01:15;1.07348;31.03.2025 05:30;1.08454;111;0.0667;0.06;39.011;0.3267;100.25;1.1072;;;;;;;;;;;;
SELL;31.03.2025 05:30;1.08454;01.04.2025 14:45;1.07811;64;0.07;0.0993;42.3423;0.3957;33.25;1.9248;;;;;;;;;;;;
BUY;01.04.2025 14:45;1.07811;02.04.2025 23:00;1.08857;105;0.0673;0.104;-64.0625;0.6355;32.25;3.2558;;;;;;;;;;;;
SELL;02.04.2025 23:00;1.08857;03.04.2025 00:15;1.08152;71;0.4567;0.4567;32.381;0.4829;1.25;56.8;;;;;;;;;;;;
BUY;03.04.2025 00:15;1.08152;03.04.2025 13:00;1.11051;290;0.1702;0.2601;-308.4507;0.9391;12.75;22.7451;;;;;;;;;;;;
SELL;03.04.2025 13:00;1.11051;03.04.2025 13:45;1.1052;53;0.4773;0.4773;81.7241;0.2913;0.75;70.6667;;;;;;;;;;;;
BUY;03.04.2025 13:45;1.1052;03.04.2025 17:30;1.11196;68;0.2283;0.2308;-28.3019;0.2835;3.75;18.1333;;;;;;;;;;;;
SELL;03.04.2025 17:30;1.11196;03.04.2025 22:30;1.10164;103;0.1355;0.0917;-51.4706;0.1157;5;20.6;;;;;;;;;;;;
BUY;03.04.2025 22:30;1.10164;04.04.2025 08:15;1.11055;89;0.0868;0.0976;13.5922;0.2493;9.75;9.1282;;;;;;;;;;;;
SELL;04.04.2025 08:15;1.11055;04.04.2025 12:30;1.09757;130;0.1594;0.1835;-46.0674;0.1963;4.25;30.5882;;;;;;;;;;;;
BUY;04.04.2025 12:30;1.09757;04.04.2025 15:15;1.10799;104;0.2527;0.274;20;0.2742;2.75;37.8182;;;;;;;;;;;;
SELL;04.04.2025 15:15;1.10799;07.04.2025 00:00;1.08838;196;0.2223;0.1562;-88.4615;0.0818;56.75;3.4537;;;;;;;;;;;;
BUY;07.04.2025 00:00;1.08838;07.04.2025 02:30;1.09982;114;0.1807;0.1884;41.8367;0.1639;2.5;45.6;;;;;;;;;;;;
SELL;07.04.2025 02:30;1.09982;07.04.2025 05:30;1.09248;73;0.1619;0.1489;35.9649;0.3386;3;24.3333;;;;;;;;;;;;
BUY;07.04.2025 05:30;1.09248;07.04.2025 10:00;1.10397;115;0.1501;0.1844;-57.5342;0.36;4.5;25.5556;;;;;;;;;;;;
SELL;07.04.2025 10:00;1.10397;08.04.2025 00:00;1.0903;137;0.172;0.1072;-19.1304;0.2799;14;9.7857;;;;;;;;;;;;
BUY;08.04.2025 00:00;1.0903;08.04.2025 09:30;1.09908;88;0.0807;0.1047;35.7664;0.2646;9.5;9.2632;;;;;;;;;;;;
SELL;08.04.2025 09:30;1.09908;08.04.2025 17:30;1.08953;96;0.1519;0.1714;-9.0909;0.4508;8;12;;;;;;;;;;;;
BUY;08.04.2025 17:30;1.08953;09.04.2025 09:45;1.10734;178;0.1314;0.1718;-85.4167;0.2776;16.25;10.9538;;;;;;;;;;;;
SELL;09.04.2025 09:45;1.10734;09.04.2025 11:00;1.10145;59;0.2257;0.2257;66.8539;0.1807;1.25;47.2;;;;;;;;;;;;
BUY;09.04.2025 11:00;1.10145;09.04.2025 16:15;1.10804;66;0.1815;0.2079;-11.8644;0.2765;5.25;12.5714;;;;;;;;;;;;
SELL;09.04.2025 16:15;1.10804;09.04.2025 21:00;1.093;150;0.2703;0.3659;-127.2727;1.0047;4.75;31.5789;;;;;;;;;;;;
BUY;09.04.2025 21:00;1.093;10.04.2025 21:15;1.1237;307;0.156;0.1781;-104.6667;1.1614;24.25;12.6598;;;;;;;;;;;;
SELL;10.04.2025 21:15;1.1237;10.04.2025 22:15;1.11612;76;0.2292;0.2292;75.2443;0.3538;1;76;;;;;;;;;;;;
BUY;10.04.2025 22:15;1.11612;11.04.2025 06:30;1.13451;184;0.2024;0.1814;-142.1053;0.3224;8.25;22.303;;;;;;;;;;;;
SELL;11.04.2025 06:30;1.13451;11.04.2025 09:00;1.12604;85;0.1687;0.1638;53.8043;0.2578;2.5;34;;;;;;;;;;;;
BUY;11.04.2025 09:00;1.12604;11.04.2025 11:45;1.14272;167;0.3499;0.3736;-96.4706;0.4413;2.75;60.7273;;;;;;;;;;;;
SELL;11.04.2025 11:45;1.14272;11.04.2025 14:45;1.13291;98;0.2949;0.281;41.3174;0.249;3;32.6667;;;;;;;;;;;;
BUY;11.04.2025 14:45;1.13291;11.04.2025 16:00;1.1401;72;0.2886;0.2886;26.5306;0.3313;1.25;57.6;;;;;;;;;;;;
SELL;11.04.2025 16:00;1.1401;11.04.2025 20:45;1.12854;116;0.25;0.196;-61.1111;0.3145;4.75;24.4211;;;;;;;;;;;;
BUY;11.04.2025 20:45;1.12854;14.04.2025 09:45;1.14163;131;0.1391;0.1658;-12.931;0.7194;61;2.1475;;;;;;;;;;;;
SELL;14.04.2025 09:45;1.14163;14.04.2025 16:15;1.13063;110;0.1596;0.2069;16.0305;0.6549;6.5;16.9231;;;;;;;;;;;;
BUY;14.04.2025 16:15;1.13063;14.04.2025 18:15;1.13716;65;0.1671;0.1671;40.9091;0.097;2;32.5;;;;;;;;;;;;
SELL;14.04.2025 18:15;1.13716;15.04.2025 21:00;1.12688;103;0.1105;0.0905;-58.4615;0.6347;26.75;3.8505;;;;;;;;;;;;
BUY;15.04.2025 21:00;1.12688;17.04.2025 02:30;1.14056;137;0.0985;0.0406;-33.0097;0.165;29.5;4.6441;;;;;;;;;;;;
SELL;17.04.2025 02:30;1.14056;17.04.2025 15:15;1.13427;63;0.0916;0.1135;54.0146;0.2512;12.75;4.9412;;;;;;;;;;;;
BUY;17.04.2025 15:15;1.13427;21.04.2025 12:00;1.15678;225;0.0785;0.1342;-257.1429;1.2859;92.75;2.4259;;;;;;;;;;;;
SELL;21.04.2025 12:00;1.15678;21.04.2025 18:00;1.14822;86;0.1229;0.1343;61.7778;0.2777;6;14.3333;;;;;;;;;;;;
BUY;21.04.2025 18:00;1.14822;22.04.2025 08:15;1.15469;65;0.0763;0.0929;24.4186;0.3858;14.25;4.5614;;;;;;;;;;;;
SELL;22.04.2025 08:15;1.15469;23.04.2025 01:15;1.13172;230;0.1239;0.1617;-253.8462;0.8339;17;13.5294;;;;;;;;;;;;
BUY;23.04.2025 01:15;1.13172;23.04.2025 12:30;1.14312;114;0.1295;0.1292;50.4348;0.3171;11.25;10.1333;;;;;;;;;;;;
SELL;23.04.2025 12:30;1.14312;23.04.2025 23:15;1.13119;119;0.139;0.0819;-4.386;0.1879;10.75;11.0698;;;;;;;;;;;;
BUY;23.04.2025 23:15;1.13119;24.04.2025 23:30;1.13957;84;0.0886;0.0724;29.4118;0.2718;24.25;3.4639;;;;;;;;;;;;
SELL;24.04.2025 23:30;1.13957;25.04.2025 06:45;1.13258;70;0.0668;0.0805;16.6667;0.2522;7.25;9.6552;;;;;;;;;;;;
BUY;25.04.2025 06:45;1.13258;25.04.2025 19:00;1.13817;56;0.0941;0.1036;20;0.328;12.25;4.5714;;;;;;;;;;;;
SELL;25.04.2025 19:00;1.13817;28.04.2025 09:45;1.13316;50;0.0632;0.0819;10.7143;0.4253;62.75;0.7968;;;;;;;;;;;;
BUY;28.04.2025 09:45;1.13316;28.04.2025 23:15;1.14236;92;0.1058;0.0599;-84;0.3199;13.5;6.8148;;;;;;;;;;;;
SELL;28.04.2025 23:15;1.14236;01.05.2025 18:30;1.12679;156;0.0827;0.1213;-69.5652;0.5663;67.25;2.3197;;;;;;;;;;;;
BUY;01.05.2025 18:30;1.12679;02.05.2025 16:45;1.13725;105;0.0833;0.1723;32.6923;0.5536;22.25;4.7191;;;;;;;;;;;;
SELL;02.05.2025 16:45;1.13725;05.05.2025 00:30;1.12935;79;0.0949;0.0513;24.7619;0.1035;55.75;1.417;;;;;;;;;;;;
BUY;05.05.2025 00:30;1.12935;05.05.2025 16:00;1.13616;68;0.0808;0.0973;13.9241;0.2499;15.5;4.3871;;;;;;;;;;;;
SELL;05.05.2025 16:00;1.13616;06.05.2025 03:45;1.12861;75;0.0635;0.0619;-10.2941;0.2105;11.75;6.383;;;;;;;;;;;;
BUY;06.05.2025 03:45;1.12861;06.05.2025 22:30;1.13797;94;0.0892;0.0637;-25.3333;0.2884;18.75;5.0133;;;;;;;;;;;;
SELL;06.05.2025 22:30;1.13797;09.05.2025 05:00;1.11998;180;0.0908;0.0869;-91.4894;0.6841;54.5;3.3028;;;;;;;;;;;;
BUY;09.05.2025 05:00;1.11998;09.05.2025 17:15;1.12869;87;0.0794;0.096;51.6667;0.2607;12.25;7.102;;;;;;;;;;;;
SELL;09.05.2025 17:15;1.12869;12.05.2025 13:30;1.10744;212;0.0997;0.1591;-143.6782;1.3443;68.25;3.1062;;;;;;;;;;;;
BUY;12.05.2025 13:30;1.10744;12.05.2025 17:30;1.11252;51;0.135;0.1366;75.9434;0.1306;4;12.75;;;;;;;;;;;;
SELL;12.05.2025 17:30;1.11252;12.05.2025 21:15;1.10676;58;0.0968;0.08;-13.7255;0.0988;3.75;15.4667;;;;;;;;;;;;
BUY;12.05.2025 21:15;1.10676;14.05.2025 12:30;1.1259;191;0.0765;0.1644;-229.3103;0.5834;39.25;4.8662;;;;;;;;;;;;
SELL;14.05.2025 12:30;1.1259;14.05.2025 22:45;1.11672;92;0.103;0.0753;51.8325;0.1227;10.25;8.9756;;;;;;;;;;;;
BUY;14.05.2025 22:45;1.11672;15.05.2025 09:45;1.12273;60;0.0568;0.0837;34.7826;0.3238;11;5.4545;;;;;;;;;;;;
SELL;15.05.2025 09:45;1.12273;16.05.2025 19:00;1.11369;90;0.0775;0.1212;-50;0.5616;33.25;2.7068;;;;;;;;;;;;
BUY;16.05.2025 19:00;1.11369;19.05.2025 12:45;1.12798;143;0.0759;0.1159;-58.8889;0.8411;65.75;2.1749;;;;;;;;;;;;
SELL;19.05.2025 12:45;1.12798;20.05.2025 03:15;1.12214;58;0.0651;0.0377;59.4406;0.1144;14.5;4;;;;;;;;;;;;
BUY;20.05.2025 03:15;1.12214;21.05.2025 13:15;1.13597;138;0.0736;0.0981;-137.931;0.4389;34;4.0588;;;;;;;;;;;;
SELL;21.05.2025 13:15;1.13597;22.05.2025 20:15;1.12589;101;0.0857;0.0929;26.8116;0.4155;31;3.2581;;;;;;;;;;;;
BUY;22.05.2025 20:15;1.12589;26.05.2025 08:45;1.14172;158;0.0776;0.0541;-56.4356;0.365;84.5;1.8698;;;;;;;;;;;;
SELL;26.05.2025 08:45;1.14172;29.05.2025 02:30;1.12103;207;0.0633;0.0977;-31.0127;0.7875;65.75;3.1483;;;;;;;;;;;;
BUY;29.05.2025 02:30;1.12103;29.05.2025 20:30;1.13828;172;0.1057;0.0839;16.9082;0.5279;18;9.5556;;;;;;;;;;;;
SELL;29.05.2025 20:30;1.13828;30.05.2025 16:45;1.13161;67;0.0736;0.1282;61.0465;0.3382;20.25;3.3086;;;;;;;;;;;;
BUY;30.05.2025 16:45;1.13161;03.06.2025 02:30;1.14536;137;0.0696;0.0339;-104.4776;0.5802;81.75;1.6758;;;;;;;;;;;;
SELL;03.06.2025 02:30;1.14536;04.06.2025 08:45;1.13623;91;0.0628;0.0661;33.5766;0.158;30.25;3.0083;;;;;;;;;;;;
BUY;04.06.2025 08:45;1.13623;05.06.2025 16:15;1.14909;129;0.0704;0.1606;-41.7582;0.6426;31.5;4.0952;;;;;;;;;;;;
SELL;05.06.2025 16:15;1.14909;06.06.2025 16:15;1.13767;114;0.0695;0.1402;11.6279;0.4467;24;4.75;;;;;;;;;;;;
BUY;06.06.2025 16:15;1.13767;09.06.2025 12:00;1.14379;61;0.062;0.0705;46.4912;0.3311;67.75;0.9004;;;;;;;;;;;;
SELL;09.06.2025 12:00;1.14379;10.06.2025 10:00;1.13781;60;0.0587;0.0904;1.6393;0.3427;22;2.7273;;;;;;;;;;;;
BUY;10.06.2025 10:00;1.13781;12.06.2025 15:30;1.16277;250;0.0716;0.1432;-316.6667;0.8486;53.5;4.6729;;;;;;;;;;;;
SELL;12.06.2025 15:30;1.16277;13.06.2025 14:00;1.14964;131;0.1023;0.1052;47.6;0.4655;22.5;5.8222;;;;;;;;;;;;
BUY;13.06.2025 14:00;1.14964;16.06.2025 17:00;1.16094;113;0.0781;0.0946;13.7405;0.6004;75;1.5067;;;;;;;;;;;;
SELL;16.06.2025 17:00;1.16094;18.06.2025 01:45;1.1475;134;0.0677;0.0429;-18.5841;0.5439;32.75;4.0916;;;;;;;;;;;;
BUY;18.06.2025 01:45;1.1475;18.06.2025 18:15;1.15294;54;0.0677;0.1212;59.7015;0.3556;16.5;3.2727;;;;;;;;;;;;
SELL;18.06.2025 18:15;1.15294;19.06.2025 05:15;1.14516;78;0.0866;0.0752;-44.4444;0.1875;11;7.0909;;;;;;;;;;;;
BUY;19.06.2025 05:15;1.14516;20.06.2025 20:15;1.15398;88;0.0622;0.068;-12.8205;0.3385;39;2.2564;;;;;;;;;;;;
SELL;20.06.2025 20:15;1.15398;23.06.2025 12:15;1.14563;84;0.0759;0.1121;4.5455;0.5267;64;1.3125;;;;;;;;;;;;
BUY;23.06.2025 12:15;1.14563;26.06.2025 11:30;1.17386;282;0.0717;0.1153;-235.7143;0.61;71.25;3.9579;;;;;;;;;;;;
SELL;26.06.2025 11:30;1.17386;27.06.2025 01:30;1.1681;58;0.0844;0.0668;79.4326;0.294;14;4.1429;;;;;;;;;;;;
BUY;27.06.2025 01:30;1.1681;27.06.2025 15:45;1.17469;66;0.0723;0.094;-13.7931;0.346;14.25;4.6316;;;;;;;;;;;;
SELL;27.06.2025 15:45;1.17469;27.06.2025 21:30;1.16931;54;0.0997;0.0797;18.1818;0.1415;5.75;9.3913;;;;;;;;;;;;
BUY;27.06.2025 21:30;1.16931;01.07.2025 13:00;1.18215;128;0.0666;0.1112;-137.037;0.6976;87.5;1.4629;;;;;;;;;;;;
SELL;01.07.2025 13:00;1.18215;02.07.2025 14:45;1.17496;72;0.0593;0.0716;43.75;0.2741;25.75;2.7961;;;;;;;;;;;;
BUY;02.07.2025 14:45;1.17496;03.07.2025 04:15;1.18095;60;0.0647;0.0335;16.6667;0.1047;13.5;4.4444;;;;;;;;;;;;
SELL;03.07.2025 04:15;1.18095;03.07.2025 15:30;1.1735;74;0.0602;0.1071;-23.3333;0.4606;11.25;6.5778;;;;;;;;;;;;
BUY;03.07.2025 15:30;1.1735;07.07.2025 03:00;1.17883;53;0.0528;0.0372;28.3784;0.136;83.5;0.6347;;;;;;;;;;;;
SELL;07.07.2025 03:00;1.17883;07.07.2025 19:45;1.1694;94;0.0627;0.1053;-77.3585;0.3624;16.75;5.6119;;;;;;;;;;;;
BUY;07.07.2025 19:45;1.1694;08.07.2025 10:45;1.17598;66;0.0622;0.0663;29.7872;0.1788;15;4.4;;;;;;;;;;;;
SELL;08.07.2025 10:45;1.17598;08.07.2025 17:00;1.16893;71;0.0656;0.0886;-7.5758;0.1848;6.25;11.36;;;;;;;;;;;;
BUY;08.07.2025 17:00;1.16893;10.07.2025 03:30;1.17461;57;0.0557;0.0417;19.7183;0.3037;34.5;1.6522;;;;;;;;;;;;
SELL;10.07.2025 03:30;1.17461;16.07.2025 17:30;1.15688;177;0.0535;0.1064;-210.5263;0.8012;158;1.1203;;;;;;;;;;;;
BUY;16.07.2025 17:30;1.15688;16.07.2025 18:30;1.16893;121;0.3435;0.3435;31.6384;0.3429;1;121;;;;;;;;;;;;
SELL;16.07.2025 18:30;1.16893;17.07.2025 14:45;1.15745;115;0.0762;0.0555;4.9587;0.1365;20.25;5.679;;;;;;;;;;;;
BUY;17.07.2025 14:45;1.15745;24.07.2025 17:00;1.17873;213;0.0569;0.135;-85.2174;0.5813;170.25;1.2511;;;;;;;;;;;;
SELL;24.07.2025 17:00;1.17873;25.07.2025 16:30;1.17079;79;0.0636;0.0994;62.9108;0.2688;23.5;3.3617;;;;;;;;;;;;
BUY;25.07.2025 16:30;1.17079;28.07.2025 03:15;1.17653;57;0.0572;0.0621;27.8481;0.1033;58.75;0.9702;;;;;;;;;;;;
SELL;28.07.2025 03:15;1.17653;29.07.2025 10:00;1.15315;234;0.0676;0.1135;-310.5263;0.4212;30.75;7.6098;;;;;;;;;;;;
BUY;29.07.2025 10:00;1.15315;29.07.2025 13:15;1.15875;56;0.095;0.0811;76.0684;0.0837;3.25;17.2308;;;;;;;;;;;;
SELL;29.07.2025 13:15;1.15875;29.07.2025 16:00;1.15197;68;0.0933;0.0928;-21.4286;0.0949;2.75;24.7273;;;;;;;;;;;;
BUY;29.07.2025 16:00;1.15197;30.07.2025 04:00;1.15697;50;0.0601;0.0345;26.4706;0.1547;12;4.1667;;;;;;;;;;;;
SELL;30.07.2025 04:00;1.15697;31.07.2025 00:00;1.14029;167;0.0817;0.1222;-234;0.6964;20;8.35;;;;;;;;;;;;
BUY;31.07.2025 00:00;1.14029;31.07.2025 09:45;1.14585;56;0.0634;0.0742;66.4671;0.2722;9.75;5.7436;;;;;;;;;;;;
SELL;31.07.2025 09:45;1.14585;01.08.2025 15:15;1.13959;63;0.0723;0.0813;-12.5;0.2603;29.5;2.1356;;;;;;;;;;;;
BUY;01.08.2025 15:15;1.13959;01.08.2025 23:45;1.15952;199;0.1779;0.1375;-215.873;0.2646;8.5;23.4118;;;;;;;;;;;;
SELL;01.08.2025 23:45;1.15952;05.08.2025 14:30;1.15326;63;0.0706;0.0732;68.3417;0.4064;86.75;0.7262;;;;;;;;;;;;
BUY;05.08.2025 14:30;1.15326;07.08.2025 10:45;1.16896;157;0.0587;0.0592;-149.2063;0.3163;44.25;3.548;;;;;;;;;;;;
SELL;07.08.2025 10:45;1.16896;07.08.2025 17:30;1.16187;71;0.1007;0.1345;54.7771;0.2511;6.75;10.5185;;;;;;;;;;;;
BUY;07.08.2025 17:30;1.16187;08.08.2025 02:30;1.16769;58;0.0655;0.0427;18.3099;0.2499;9;6.4444;;;;;;;;;;;;
SELL;08.08.2025 02:30;1.16769;11.08.2025 18:00;1.15926;84;0.0539;0.0781;-44.8276;0.626;87.5;0.96;;;;;;;;;;;;
BUY;11.08.2025 18:00;1.15926;13.08.2025 12:45;1.17292;137;0.0595;0.0583;-63.0952;0.5172;42.75;3.2047;;;;;;;;;;;;
SELL;13.08.2025 12:45;1.17292;14.08.2025 19:00;1.16325;97;0.0593;0.0951;29.1971;0.4114;30.25;3.2066;;;;;;;;;;;;
BUY;14.08.2025 19:00;1.16325;15.08.2025 17:30;1.17141;82;0.0491;0.1063;15.4639;0.2874;22.5;3.6444;;;;;;;;;;;;
SELL;15.08.2025 17:30;1.17141;22.08.2025 07:15;1.15836;131;0.0499;0.058;-59.7561;0.5456;157.75;0.8304;;;;;;;;;;;;
BUY;22.08.2025 07:15;1.15836;22.08.2025 20:30;1.17404;157;0.0788;0.0835;-19.8473;0.8435;13.25;11.8491;;;;;;;;;;;;
SELL;22.08.2025 20:30;1.17404;25.08.2025 22:15;1.16075;133;0.0517;0.0776;15.2866;0.7875;73.75;1.8034;;;;;;;;;;;;
BUY;25.08.2025 22:15;1.16075;26.08.2025 18:00;1.16614;54;0.0708;0.0869;59.3985;0.3277;19.75;2.7342;;;;;;;;;;;;
SELL;26.08.2025 18:00;1.16614;27.08.2025 13:45;1.15794;82;0.0477;0.0503;-51.8519;0.2397;19.75;4.1519;;;;;;;;;;;;
BUY;27.08.2025 13:45;1.15794;01.09.2025 11:45;1.17352;156;0.0546;0.0724;-90.2439;0.3226;118;1.322;;;;;;;;;;;;
SELL;01.09.2025 11:45;1.17352;02.09.2025 15:45;1.16172;118;0.0537;0.0954;24.359;0.5581;28;4.2143;;;;;;;;;;;;
BUY;02.09.2025 15:45;1.16172;02.09.2025 17:00;1.16781;61;0.1315;0.1315;48.3051;0.2205;1.25;48.8;;;;;;;;;;;;
SELL;02.09.2025 17:00;1.16781;03.09.2025 10:15;1.16179;60;0.0475;0.0607;1.6393;0.1926;17.25;3.4783;;;;;;;;;;;;
BUY;03.09.2025 10:15;1.16179;05.09.2025 18:45;1.17585;141;0.06;0.1193;-135;0.6039;56.5;2.4956;;;;;;;;;;;;
SELL;05.09.2025 18:45;1.17585;08.09.2025 01:30;1.17052;53;0.05;0.0354;62.4113;0.1189;54.75;0.968;;;;;;;;;;;;
BUY;08.09.2025 01:30;1.17052;09.09.2025 08:45;1.17785;73;0.0466;0.0332;-37.7358;0.124;31.25;2.336;;;;;;;;;;;;
SELL;09.09.2025 08:45;1.17785;11.09.2025 15:15;1.16808;98;0.0551;0.0692;-34.2466;0.0948;54.5;1.7982;;;;;;;;;;;;
BUY;11.09.2025 15:15;1.16808;17.09.2025 21:00;1.18934;213;0.0526;0.0983;-117.3469;0.7844;149.75;1.4224;;;;;;;;;;;;
SELL;17.09.2025 21:00;1.18934;18.09.2025 09:00;1.17825;111;0.0868;0.0608;47.8873;0.1274;12;9.25;;;;;;;;;;;;
BUY;18.09.2025 09:00;1.17825;18.09.2025 12:30;1.18459;63;0.0887;0.0801;43.2432;0.0815;3.5;18;;;;;;;;;;;;
SELL;18.09.2025 12:30;1.18459;22.09.2025 07:15;1.17267;119;0.0595;0.0375;-88.8889;0.1124;90.75;1.3113;;;;;;;;;;;;
BUY;22.09.2025 07:15;1.17267;23.09.2025 04:30;1.18175;91;0.049;0.0341;23.5294;0.1275;21.25;4.2824;;;;;;;;;;;;
SELL;23.09.2025 04:30;1.18175;24.09.2025 16:30;1.17308;87;0.0539;0.0588;4.3956;0.4591;36;2.4167;;;;;;;;;;;;
SELL;04.10.2021 15:15;1.16382;12.10.2021 20:45;1.15257;112;0.0398;0.0472;-49.3333;0.3668;197.5;0.5671;;;;;;;;;;;;
SELL;01.12.2021 16:45;1.13526;07.12.2021 15:30;1.12357;117;0.053;0.0801;-25.8065;0.5132;142.75;0.8196;;;;;;;;;;;;
SELL;08.12.2021 22:15;1.13545;13.12.2021 11:15;1.12633;91;0.0453;0.0572;23.5294;0.4245;109;0.8349;;;;;;;;;;;;
SELL;14.01.2022 07:30;1.14806;28.01.2022 10:30;1.11235;357;0.0504;0.0658;-87.8947;1.229;339;1.0531;;;;;;;;;;;;
BUY;28.01.2022 10:30;1.11235;04.02.2022 14:00;1.14806;357;0.0606;0.0971;0;1.4414;171.5;2.0816;;;;;;;;;;;;
BUY;24.02.2022 17:45;1.11151;25.02.2022 23:15;1.12734;158;0.1041;0.0728;34.4398;0.4594;29.5;5.3559;;;;;;;;;;;;
SELL;02.03.2022 21:00;1.11318;07.03.2022 12:15;1.08171;315;0.0929;0.15;-377.2727;0.7194;111.25;2.8315;;;;;;;;;;;;
